,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
21740,Stories,Yes,Yes,4.2,2217,JP Nagar,"Pub, Casual Dining","American, Chinese, Continental, North Indian",1200,Drinks & nightlife
21741,"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1162,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100,Drinks & nightlife
21742,Bottle Breacher,No,Yes,4.2,1197,JP Nagar,"Casual Dining, Pub","Italian, Continental",1200,Drinks & nightlife
21743,Churchill's,Yes,Yes,4.1,1407,JP Nagar,"Casual Dining, Pub","North Indian, Continental",1100,Drinks & nightlife
21744,The Underpass Pub & Grub,No,Yes,4.0,725,JP Nagar,"Pub, Casual Dining","Finger Food, Continental, North Indian, Chinese",1500,Drinks & nightlife
21745,Mockaholic Restro Beer Cafe,Yes,No,3.9,919,JP Nagar,Bar,"North Indian, Chinese, Pizza, BBQ",1000,Drinks & nightlife
21746,Watson's,Yes,Yes,4.0,1017,JP Nagar,"Pub, Bar","Finger Food, Chinese, Continental",1300,Drinks & nightlife
21747,Casa Piccosa,Yes,Yes,4.1,847,JP Nagar,"Casual Dining, Bar","South American, Continental, Italian",1100,Drinks & nightlife
21758,Mango Greens,No,Yes,3.9,48,JP Nagar,Casual Dining,"North Indian, Continental, Chinese",900,Buffet
21769,Fattoush,Yes,Yes,4.2,1976,Bannerghatta Road,Casual Dining,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",1000,Buffet
21784,Starbucks,No,No,4.2,386,JP Nagar,Cafe,"Cafe, Desserts",700,Cafes
21785,Mudpipe Cafe,Yes,Yes,3.9,728,JP Nagar,Cafe,"Cafe, Continental, North Indian",800,Cafes
21788,Biggies Burger 'n' More,Yes,No,4.1,206,JP Nagar,"Quick Bites, Cafe","Cafe, Burger, Beverages",650,Cafes
21793,Vinaya Coffee Moments,Yes,No,3.8,46,JP Nagar,Cafe,"Burger, Cafe, Desserts, Sandwich, Italian",450,Cafes
21795,Cafe Coffee Day,Yes,No,3.5,27,JP Nagar,Cafe,Cafe,650,Cafes
21809,Dreamcatcher,Yes,No,3.9,50,Bannerghatta Road,Cafe,Cafe,600,Cafes
21827,Royal King Cafe,No,No,0.0,0,Kumaraswamy Layout,Cafe,"Cafe, Fast Food",400,Cafes
21830,Ludo Caf,No,No,3.9,144,Kumaraswamy Layout,Cafe,"Cafe, Chinese, Arabian",550,Cafes
21839,eat.fit,Yes,No,4.5,1185,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,Delivery
21841,Swadista Aahar,Yes,No,4.2,785,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery
21843,Subway,Yes,No,3.2,167,Bannerghatta Road,Quick Bites,"Salad, Fast Food",600,Delivery
21844,Fattoush,Yes,No,4.1,1277,BTM,Casual Dining,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",900,Delivery
21846,Hiyar Majhe Kolkata,Yes,No,3.9,247,BTM,Quick Bites,"Bengali, North Indian",400,Delivery
21847,Easy Bites,Yes,No,4.1,66,JP Nagar,"Takeaway, Delivery","Fast Food, Sandwich",300,Delivery
21848,Recipe,Yes,No,4.0,808,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Biryani",500,Delivery
21850,Chettayees,Yes,No,3.4,150,BTM,Quick Bites,"Kerala, North Indian, Chinese",400,Delivery
21851,Leon Grill,Yes,No,4.1,418,Jayanagar,Quick Bites,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Delivery
21853,XO Belgian Waffle,Yes,No,4.5,556,BTM,Dessert Parlor,"Desserts, Beverages",400,Delivery
21855,Kannur Food Point,Yes,No,3.7,215,BTM,Quick Bites,"Kerala, North Indian",200,Delivery
21859,Al-Bek,Yes,No,3.6,209,JP Nagar,"Takeaway, Delivery","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300,Delivery
21860,Empire Restaurant,Yes,No,3.6,121,JP Nagar,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery
21862,Malenadu Kitchen,Yes,Yes,3.8,170,Kanakapura Road,Casual Dining,"South Indian, North Indian, Chinese",700,Delivery
21863,Punjabites,Yes,No,3.7,6,JP Nagar,"Takeaway, Delivery","North Indian, Charcoal Chicken",400,Delivery
21864,Dabba Gosht,Yes,No,3.5,9,JP Nagar,"Takeaway, Delivery","Arabian, Middle Eastern",400,Delivery
21865,Kitchens@JP Nagar,Yes,No,3.9,502,JP Nagar,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,Delivery
21867,Krishna Kuteera,Yes,No,4.0,403,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
21868,Momoz,Yes,No,4.0,944,BTM,Casual Dining,"Chinese, Momos",600,Delivery
21871,Corner House Ice Cream,Yes,No,4.4,825,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",400,Delivery
21874,Nellore Bhojanam,Yes,No,3.1,178,Bannerghatta Road,Quick Bites,Andhra,250,Delivery
21875,Sagar Deluxe,Yes,No,3.2,170,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Juices",300,Delivery
21879,Muthashy's,Yes,No,4.2,467,BTM,Quick Bites,"Kerala, South Indian, Chinese",400,Delivery
21881,MRA,Yes,No,3.9,21,BTM,"Takeaway, Delivery",Bakery,200,Delivery
21882,Shanmukha,Yes,No,4.4,1972,Jayanagar,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800,Delivery
21883,Bhukkhad Baba,Yes,No,3.7,132,JP Nagar,Quick Bites,"North Indian, Beverages",250,Delivery
21885,Mysuru Coffee Thindi,Yes,No,4.1,303,Jayanagar,Quick Bites,"South Indian, Coffee",200,Delivery
21886,Kitchen Garden,Yes,No,3.6,247,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery
21888,Swad Punjab Da,Yes,No,4.1,130,BTM,Quick Bites,North Indian,150,Delivery
21890,Burger King,Yes,No,3.8,474,Bannerghatta Road,Quick Bites,"Burger, Fast Food, Beverages",600,Delivery
21892,Just Shawarma,Yes,No,4.3,794,Jayanagar,Quick Bites,Arabian,300,Delivery
21894,Chicken Magic,Yes,No,3.7,210,BTM,Quick Bites,"Chinese, North Indian",300,Delivery
21896,Abhiruchi Hotel,Yes,No,3.3,456,Bannerghatta Road,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550,Delivery
21897,Shree Krishna Sannidhi,Yes,No,3.4,78,Bannerghatta Road,Quick Bites,"North Indian, Chinese",450,Delivery
21899,A2B - Adyar Ananda Bhavan,Yes,No,4.2,53,JP Nagar,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",200,Delivery
21900,Beijing Bites,Yes,No,3.7,11,JP Nagar,"Takeaway, Delivery","Chinese, Thai, Momos",400,Delivery
21906,CakeZone,Yes,No,3.7,15,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",200,Delivery
21908,Bohra Bohra Caf,Yes,No,3.6,49,JP Nagar,Quick Bites,Bohri,300,Delivery
21909,Faasos,Yes,No,3.9,313,JP Nagar,Quick Bites,"North Indian, Biryani, Fast Food",500,Delivery
21912,Kaapi Kuteera,Yes,No,3.5,86,Kanakapura Road,Quick Bites,South Indian,100,Delivery
21914,BingeJoy!,Yes,No,3.7,18,JP Nagar,Kiosk,"Biryani, Chinese, Fast Food",100,Delivery
21915,Juice Shop,Yes,No,3.4,26,JP Nagar,"Takeaway, Delivery","Juices, Beverages, Ice Cream",150,Delivery
21919,Madeena Hotel,Yes,No,3.9,54,Bannerghatta Road,Quick Bites,"North Indian, Mughlai, Biryani",400,Delivery
21920,Cheesiano Pizza,Yes,Yes,4.0,205,JP Nagar,Quick Bites,"Pizza, Italian",700,Delivery
21921,Kabab Magic,Yes,No,4.0,958,Jayanagar,Quick Bites,"North Indian, Kebab, Fast Food",500,Delivery
21924,KFC,Yes,No,3.3,351,Jayanagar,Quick Bites,"Burger, Fast Food",400,Delivery
21926,Arabian Mexico,Yes,No,3.4,44,Bannerghatta Road,Quick Bites,"Fast Food, Arabian",400,Delivery
21928,Sri Punjabi Dhaba,Yes,No,3.3,46,BTM,Dhaba,North Indian,400,Delivery
21930,Namma Brahmin's Idli,Yes,No,3.7,37,Jayanagar,Quick Bites,South Indian,100,Delivery
21931,New Mahesh Friends Food Corner,Yes,No,3.2,49,BTM,Quick Bites,"North Indian, Chinese",300,Delivery
21934,Fujian Express,Yes,No,3.4,35,JP Nagar,Quick Bites,"Chinese, Thai",200,Delivery
21939,Roll N Rock,Yes,No,3.9,124,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian, Mughlai, Rolls",400,Delivery
21941,Hind Ka Chulah,Yes,No,3.8,182,Bannerghatta Road,Food Court,"North Indian, Biryani",600,Delivery
21942,Mani's Dum Biryani,Yes,No,4.2,380,JP Nagar,Casual Dining,"Biryani, Kebab",750,Delivery
21944,Dadi's Dum Biryani,Yes,Yes,4.0,743,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Mughlai",800,Delivery
21947,Biryani Durbar,Yes,No,3.7,129,Bannerghatta Road,"Takeaway, Delivery","Biryani, North Indian",400,Delivery
21951,Onesta,Yes,Yes,4.4,4410,JP Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Delivery
21955,Goli Vada Pav No. 1,Yes,No,3.8,65,Kumaraswamy Layout,Quick Bites,Street Food,200,Delivery
21958,Nammura Donne Biriyani,Yes,No,3.2,5,Bannerghatta Road,Quick Bites,Biryani,300,Delivery
21959,Red Chilli Restaurant,Yes,No,3.2,94,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Delivery
21960,Kanti Sweets,Yes,No,4.0,183,JP Nagar,Sweet Shop,"Mithai, Street Food",400,Delivery
21962,Karama Restaurant,Yes,No,3.4,18,JP Nagar,"Takeaway, Delivery",Arabian,400,Delivery
21964,Fresh Kitchen,Yes,No,3.3,22,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600,Delivery
21965,Warm Oven,Yes,No,3.9,34,BTM,Bakery,"Bakery, Desserts",500,Delivery
21968,Brundhavana Food Point,Yes,No,4.0,193,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300,Delivery
21976,Odissi Restaurant,Yes,No,2.9,65,BTM,Casual Dining,"Oriya, Bengali",500,Delivery
21977,Dande's Hyderabad Biryani,Yes,No,3.8,209,Bannerghatta Road,Casual Dining,"Biryani, Andhra, North Indian",700,Delivery
21981,Yum In My Tum,Yes,No,4.2,102,BTM,Quick Bites,"Chinese, Continental, Fast Food, Healthy Food",300,Delivery
21983,Nandhanu's Rasoi,Yes,No,3.0,177,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400,Delivery
21984,Bangalore Agarwal Bhavan,Yes,No,3.9,136,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400,Delivery
21986,Shree Udupi Grand,Yes,No,3.5,19,Kanakapura Road,Casual Dining,"South Indian, Chinese, North Indian",400,Delivery
21988,Olive - Era,Yes,No,3.3,513,Kumaraswamy Layout,Casual Dining,"BBQ, Arabian, Chinese, Kebab, Beverages",700,Delivery
21989,Sri Krishna Aramane,Yes,No,3.7,41,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,Delivery
21997,Firangi Bake,Yes,No,4.0,97,Bannerghatta Road,Delivery,"Mexican, Italian",600,Delivery
21998,Punjabi Food Corner,Yes,No,3.0,354,JP Nagar,Quick Bites,"North Indian, Chinese, Street Food",400,Delivery
22002,Taaza Mithai,Yes,No,3.9,47,JP Nagar,Sweet Shop,"Mithai, Street Food",100,Delivery
22003,The Spice Saga,Yes,No,3.7,126,Kumaraswamy Layout,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750,Delivery
22004,RB Food Point,Yes,No,3.7,34,BTM,Quick Bites,"North Indian, Chinese",300,Delivery
22006,Calcutta Cafe,Yes,No,3.5,46,Kumaraswamy Layout,Quick Bites,"Bengali, Chinese, Sandwich",350,Delivery
22009,Stories,Yes,Yes,4.2,2206,JP Nagar,"Pub, Casual Dining","American, Chinese, Continental, North Indian",1200,Delivery
22012,Moksha,Yes,No,3.6,42,Kanakapura Road,"Casual Dining, Bar","Chinese, North Indian, Mughlai",500,Delivery
22014,Adyar Ananda Bhavan Sweets,Yes,No,3.6,4,JP Nagar,"Takeaway, Delivery","Mithai, Desserts",200,Delivery
22016,Balaji Bombay Vada Pav Gujrati Dalebi,Yes,No,3.8,38,JP Nagar,Takeaway,"Street Food, Sandwich",150,Delivery
22017,Savoury - Sea Shell Restaurant,Yes,Yes,3.9,1230,Bannerghatta Road,Casual Dining,"Arabian, North Indian, Chinese, Seafood, Biryani, Beverages",900,Delivery
22020,Juice Land,Yes,No,3.9,142,Bannerghatta Road,Beverage Shop,"Juices, Beverages",300,Delivery
22023,Rustic Stove,Yes,No,3.8,578,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900,Delivery
22026,Mealer.in,Yes,No,4.0,206,JP Nagar,Delivery,"North Indian, Biryani",450,Delivery
22027,New Kabab Zone,Yes,No,3.7,84,Bannerghatta Road,Quick Bites,"North Indian, Fast Food",500,Delivery
22031,Chef Delicacies,Yes,No,3.1,8,JP Nagar,"Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400,Delivery
22040,SGS Non Veg - Gundu Pulav,Yes,No,3.9,121,Bannerghatta Road,Quick Bites,"Biryani, South Indian",300,Delivery
22043,Protein Grillhouse,Yes,Yes,4.2,177,Jayanagar,Casual Dining,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800,Delivery
22044,Dreamcatcher,Yes,No,3.9,50,Bannerghatta Road,Cafe,Cafe,600,Delivery
22054,@Italy,Yes,No,4.1,306,Kumaraswamy Layout,Casual Dining,Italian,700,Delivery
22056,Yummy Momos,Yes,No,3.6,45,Bannerghatta Road,Kiosk,"Momos, Street Food, Fast Food, Tibetan, Chinese",200,Delivery
22063,Sweet Truth,Yes,No,3.7,34,Bannerghatta Road,Bakery,"Bakery, Desserts",500,Delivery
22066,Slate Cafe,Yes,No,4.1,53,JP Nagar,Cafe,"Cafe, Sandwich, Burger",600,Delivery
22072,Tandoor Chai House,Yes,No,3.5,7,JP Nagar,Quick Bites,"Street Food, Sandwich, Rolls, Beverages",200,Delivery
22074,Yummy Momos,Yes,No,3.3,5,Kumaraswamy Layout,Quick Bites,"Momos, Tibetan, Chinese",200,Delivery
22079,A1 Garam Masala,Yes,No,3.6,25,Kanakapura Road,Casual Dining,"North Indian, Andhra, Chinese",500,Delivery
22080,Sandwichwallas,Yes,No,3.6,33,JP Nagar,Quick Bites,Fast Food,200,Delivery
22086,Nagas,Yes,No,3.0,10,JP Nagar,Quick Bites,"Andhra, Hyderabadi, North Indian",300,Delivery
22088,Gowdru Mane Oota,Yes,No,3.7,82,JP Nagar,Quick Bites,"South Indian, Andhra",400,Delivery
22090,BANGALORE BOX,Yes,Yes,4.1,627,BTM,"Casual Dining, Bar","Asian, Continental, Finger Food",1500,Delivery
22091,McDonald's,Yes,No,4.0,258,Bannerghatta Road,Quick Bites,"Burger, Fast Food",500,Delivery
22098,Bathinda Junction,Yes,No,3.8,367,BTM,Casual Dining,North Indian,600,Delivery
22099,Domino's Pizza,Yes,No,3.0,348,Bannerghatta Road,Quick Bites,"Pizza, Fast Food",400,Delivery
22104,The Hunger Room,Yes,No,3.9,37,JP Nagar,Quick Bites,"Continental, Sandwich, Burger, Italian, Salad, Pizza",400,Delivery
22107,Stoned Monkey,Yes,No,4.3,864,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,Delivery
22109,Biggies Burger 'n' More,Yes,No,4.1,206,JP Nagar,"Quick Bites, Cafe","Cafe, Burger, Beverages",650,Delivery
22118,Waffle Walle,Yes,No,4.4,677,Bannerghatta Road,Kiosk,"Desserts, Belgian, Beverages",500,Delivery
22119,Pancuzzi,Yes,No,4.2,170,JP Nagar,Cafe,"Cafe, Beverages, Desserts",600,Delivery
22120,Cafe Coffee Day,Yes,No,3.7,28,Bannerghatta Road,Cafe,"Cafe, Fast Food",900,Delivery
22122,Mother's Rasoi Family Restaurant,Yes,No,3.4,64,Bannerghatta Road,Quick Bites,North Indian,200,Delivery
22124,Chavadi,Yes,Yes,4.4,2241,Bannerghatta Road,"Casual Dining, Bar","Continental, North Indian, Pizza, Italian",1200,Delivery
22128,Healthie,Yes,No,3.3,4,JP Nagar,Delivery,"Healthy Food, Beverages",600,Delivery
22133,Shawarma Inc,Yes,No,3.3,6,Bannerghatta Road,Food Court,"Rolls, Lebanese",250,Delivery
22137,Ice Cafe & Lassi Shop,Yes,No,3.7,27,BTM,Beverage Shop,"Beverages, Juices",100,Delivery
22141,Bean D'er Cafe,Yes,No,3.4,8,JP Nagar,Quick Bites,"Tamil, Fast Food",250,Delivery
22143,Five Star Chicken,Yes,No,3.3,100,Bannerghatta Road,Quick Bites,"Fast Food, Burger",250,Delivery
22145,Cucumber Town,Yes,No,4.2,309,BTM,Delivery,"Kerala, North Indian",600,Delivery
22148,LIT Gastro Pub,Yes,Yes,3.7,205,Jayanagar,Pub,"Chinese, Continental, Burger, Pizza",1000,Delivery
22149,Sai Abhiruchi,Yes,No,3.8,338,BTM,Casual Dining,"Andhra, North Indian, Biryani",800,Delivery
22150,Vinaya Coffee Moments,Yes,No,3.8,46,JP Nagar,Cafe,"Burger, Cafe, Desserts, Sandwich, Italian",450,Delivery
22151,Punjabi Swag,Yes,No,3.9,671,BTM,Casual Dining,North Indian,500,Delivery
22155,Anda Ka Funda,Yes,No,3.3,90,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",250,Delivery
22157,Ande Ka Funda,Yes,No,3.3,117,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food, Rolls",250,Delivery
22160,Hotel Khaaja,Yes,No,3.1,70,Bannerghatta Road,Quick Bites,"Biryani, Fast Food",250,Delivery
22168,Asharfilal,Yes,No,3.6,11,Bannerghatta Road,Dessert Parlor,Desserts,150,Delivery
22172,Rock Stone Ice Cream Factory,Yes,No,4.0,130,BTM,Dessert Parlor,Ice Cream,230,Delivery
22173,Meat And Eat,Yes,No,3.7,81,JP Nagar,Quick Bites,"Fast Food, Burger",500,Delivery
22179,Ovenstory Pizza,Yes,No,3.8,122,Bommanahalli,Delivery,Pizza,750,Delivery
22182,The Bong Palate,Yes,No,3.8,61,BTM,Quick Bites,"Bengali, North Indian, Chinese",300,Delivery
22190,Bake Delite,Yes,No,3.7,18,Kumaraswamy Layout,"Bakery, Quick Bites","Bakery, Fast Food",400,Delivery
22192,Wangs Kitchen,Yes,No,2.8,39,JP Nagar,Casual Dining,Chinese,1000,Delivery
22193,Waffle Stories,Yes,No,4.0,71,BTM,Dessert Parlor,"Desserts, Beverages",300,Delivery
22196,The Fiery Indian Kitchen,Yes,No,3.5,9,Kanakapura Road,Casual Dining,"Andhra, North Indian, Chinese",600,Delivery
22198,Rajathadri Food Fort,Yes,No,4.0,467,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery
22199,Bubblewrap Waffle Co.,Yes,No,4.4,359,Jayanagar,Dessert Parlor,"Desserts, Beverages",400,Delivery
22205,Pallavas Veg Cuisine,Yes,No,3.7,46,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",600,Delivery
22225,Sri Krishna Sagar,Yes,No,3.4,19,Kanakapura Road,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
22228,The little Kitchen,Yes,No,3.4,5,JP Nagar,Quick Bites,"Chinese, North Indian",300,Delivery
22234,The Chervil,Yes,No,4.1,232,JP Nagar,Casual Dining,"North Indian, Continental",1000,Delivery
22238,Krazzy Folds,Yes,Yes,4.3,1907,Jayanagar,Cafe,"Cafe, Continental, Sandwich, Beverages",800,Delivery
22243,Maiyas,Yes,No,4.0,1781,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Delivery
22267,Ibaco,Yes,No,4.0,129,Jayanagar,Dessert Parlor,Desserts,300,Delivery
22275,Juicy & Spicy,Yes,No,3.2,7,JP Nagar,"Quick Bites, Beverage Shop","Bakery, Fast Food",150,Delivery
22279,Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",600,Delivery
22291,Dr. Sheesha,No,Yes,4.1,1445,JP Nagar,Cafe,"Cafe, Chinese, Continental, Italian",800,Delivery
22295,The Kitchen,Yes,No,0.0,0,JP Nagar,Casual Dining,"Andhra, Biryani, Mughlai",800,Delivery
22299,Brew Meister,Yes,Yes,4.1,973,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",1500,Delivery
22310,Paratha Junction,Yes,No,3.3,396,Jayanagar,Quick Bites,"North Indian, Chinese",300,Delivery
22316,Watson's,Yes,Yes,4.0,1016,JP Nagar,"Pub, Bar","Finger Food, Chinese, Continental",1300,Delivery
22319,Bengalooru Tiffany's,Yes,No,3.1,39,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400,Delivery
22324,Dream a Dozen,Yes,No,4.3,134,JP Nagar,Delivery,"Bakery, Desserts",300,Delivery
22334,Gelato Italiano,Yes,No,3.8,32,BTM,"Food Court, Dessert Parlor","Ice Cream, Bakery, Desserts",200,Delivery
22335,The Cafe Nuts and Bolts,Yes,No,3.0,28,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500,Delivery
22336,CHAATter Box,Yes,No,3.4,9,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, North Indian",250,Delivery
22346,Xpress Chai,Yes,No,3.2,6,BTM,"Beverage Shop, Quick Bites",Tea,150,Delivery
22351,Alankrutha,Yes,No,3.9,258,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",500,Delivery
22355,Meghana Foods,Yes,No,4.5,4432,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese",600,Delivery
22356,Bottle Breacher,No,Yes,4.1,1195,JP Nagar,"Casual Dining, Pub","Italian, Continental",1200,Delivery
22368,1441 Pizzeria,Yes,No,4.1,138,JP Nagar,Casual Dining,"Pizza, Salad",800,Delivery
22372,Churchill's,Yes,Yes,4.1,1405,JP Nagar,"Casual Dining, Pub","North Indian, Continental",1100,Delivery
22374,Prems Graama Bhojanam,Yes,No,4.3,325,Jayanagar,Casual Dining,South Indian,400,Delivery
22375,Fish And Dish,Yes,No,3.7,23,JP Nagar,Quick Bites,"Mangalorean, Chinese",350,Delivery
22387,Zaitoon Lassi Cafe,Yes,No,3.5,5,BTM,Quick Bites,"Cafe, Burger, Sandwich, Beverages",150,Delivery
22390,Manjushree Upahara,Yes,No,3.8,32,Bannerghatta Road,Quick Bites,South Indian,150,Delivery
22392,Brews N Bites,Yes,No,2.7,50,Bannerghatta Road,"Quick Bites, Cafe","Chinese, Fast Food, Cafe, Street Food, Finger Food",650,Delivery
22400,Cupcake Bliss,Yes,No,3.5,11,BTM,Delivery,Bakery,250,Delivery
22402,Goa 0 Km,Yes,Yes,3.6,164,Kumaraswamy Layout,Casual Dining,"Goan, Seafood, North Indian, Chinese, Biryani",800,Delivery
22403,Garma Garam,Yes,No,3.2,146,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Rolls",350,Delivery
22410,Sattvam,No,No,4.3,357,JP Nagar,Casual Dining,"North Indian, South Indian",1200,Delivery
22417,Waah Biryani,No,No,3.8,117,JP Nagar,Quick Bites,"North Indian, Chinese, Biryani",350,Delivery
22418,Mangalore Pearl,Yes,No,3.8,243,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",650,Delivery
22421,Smoke - The Sizzler House,Yes,No,3.8,95,Bannerghatta Road,Food Court,"Continental, Chinese, Thai, Italian, BBQ, Steak",1100,Delivery
22424,Hyderabad Biryaani House,Yes,No,3.6,798,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Chinese",550,Delivery
22429,Rajanna Military Hotel,Yes,No,4.1,166,Jayanagar,Quick Bites,"Biryani, Fast Food",400,Delivery
22443,Desi Swaad,Yes,No,3.5,11,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery
22444,Kesariya,No,Yes,4.2,1242,JP Nagar,Casual Dining,Rajasthani,1200,Delivery
22446,Chillz,No,No,3.5,12,JP Nagar,Quick Bites,"Fast Food, Juices, Street Food",100,Delivery
22447,Muddhe Bytes,Yes,No,3.6,30,Bannerghatta Road,Quick Bites,"South Indian, Biryani",300,Delivery
22448,Funky Punjab,Yes,No,3.8,129,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
22449,Donne Biriyani Mane,Yes,No,3.1,73,Kumaraswamy Layout,Quick Bites,"Biryani, Kebab",300,Delivery
22452,Yummerica Fries,No,No,3.2,16,BTM,Quick Bites,"Fast Food, Beverages",300,Delivery
22454,D View Cafe,Yes,No,4.0,516,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages",1000,Delivery
22455,Biriyani Bhatti,Yes,No,3.8,30,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian",400,Delivery
22456,Multi Cakes,No,No,3.8,72,JP Nagar,Bakery,"Bakery, Desserts",200,Delivery
